DATA_ID,SEQ_ID,SMI_ID,PROD_SMI_ID,EC_NUMBER,EC_1,EC_2,EC_3,EC_4,KCAT,KM,KCAT_KM,Y_VALUE,PH,TEMP,RXN_SMILES,SMI_SOURCE,FOLD
DATA_000349,A0A098BGZ3,SMI_1331972D00,SMI_C2D7EDC3B5,1.1.1.1,1,1,1,1,432.0,0.00111,1036.0,5.590160768028254,,,CC(=O)C1=CC=C(C=C1)Cl>>C=O.C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O.[H+],brenda,1
DATA_000350,A0A098BGZ3,SMI_652F0445CC,SMI_C2D7EDC3B5,1.1.1.1,1,1,1,1,576.0,0.00025,2618.0,6.362482474751174,,,CCCCCC=O>>C=O.C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O.[H+],brenda,1
DATA_000357,A0A098BGZ3,SMI_79A42C9574,SMI_C2D7EDC3B5,1.1.1.1,1,1,1,1,528.0,0.002,1543.0,5.421603926869831,,,CCCCC=O>>C=O.C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O.[H+],brenda,1
DATA_000363,A0A098BGZ3,SMI_493DDBA232,SMI_C2D7EDC3B5,1.1.1.1,1,1,1,1,303.0,0.00091,1063.0,5.522401236181212,,,C1=CC=C(C=C1)CC=O>>C=O.C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O.[H+],brenda,1
DATA_000370,A0A098BGZ3,SMI_33134A8EFC,SMI_C2D7EDC3B5,1.1.1.1,1,1,1,1,288.0,0.00066,1055.0,5.639848552217362,,,CC(=O)C1=CC=CC=C1>>C=O.C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O.[H+],brenda,1
DATA_000372,P12311,SMI_A4953F1E05,SMI_C2D7EDC3B5,1.1.1.1,1,1,1,1,34.2,0.0148,100.0,3.363764390661178,,,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N>>C=O.C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O.[H+],brenda,1
DATA_000375,A0A0B4VJJ8,SMI_DF269A697B,SMI_C2D7EDC3B5,1.1.1.1,1,1,1,1,313.14,0.00283,423.16,5.043952111714813,,,CC=O>>C=O.C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O.[H+],brenda,1
DATA_000398,P80222,SMI_069CA54449,SMI_C2D7EDC3B5,1.1.1.1,1,1,1,1,1.1,0.00035,,3.4973246408079492,,,CCCCO>>C=O.C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O.[H+],brenda,1
DATA_000401,P12311,SMI_DF269A697B,SMI_C2D7EDC3B5,1.1.1.1,1,1,1,1,681.0,0.000364,1900.0,6.272045728263729,,,CC=O>>C=O.C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O.[H+],brenda,1
DATA_000402,P80222,SMI_BF85C3BF8F,SMI_C2D7EDC3B5,1.1.1.1,1,1,1,1,0.167,0.00039,,2.631651864121084,,,C1CCC(CC1)O>>C=O.C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O.[H+],brenda,1
DATA_000411,P86885,SMI_89B394FD02,SMI_C2D7EDC3B5,1.1.1.1,1,1,1,1,9.58,0.028,,2.534207477736325,,,CCO>>C=O.C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O.[H+],brenda,1
DATA_000416,P12311,SMI_069CA54449,SMI_C2D7EDC3B5,1.1.1.1,1,1,1,1,195.0,0.000611,320.0,5.503993401119963,,,CCCCO>>C=O.C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O.[H+],brenda,1
DATA_000423,P12311,SMI_24703BB682,SMI_C2D7EDC3B5,1.1.1.1,1,1,1,1,24.9,0.0165,,3.17871540288183,,,C1=CC=C(C=C1)CO>>C=O.C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O.[H+],brenda,1
DATA_000430,P12311,SMI_89B394FD02,SMI_C2D7EDC3B5,1.1.1.1,1,1,1,1,365.0,0.00511,340.0,4.853871964321762,,,CCO>>C=O.C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O.[H+],brenda,1
DATA_000441,P80222,SMI_89B394FD02,SMI_C2D7EDC3B5,1.1.1.1,1,1,1,1,0.467,0.00123,,2.579411769126714,,,CCO>>C=O.C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O.[H+],brenda,1
DATA_000444,P12311,SMI_35326B933C,SMI_C2D7EDC3B5,1.1.1.1,1,1,1,1,0.076,0.00126,0.06027,1.7804430471632284,,,CC(C)O>>C=O.C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O.[H+],brenda,1
DATA_000472,P12311,SMI_069CA54449,SMI_C2D7EDC3B5,1.1.1.1,1,1,1,1,0.004,0.00245,0.00167,0.21289390696342994,,,CCCCO>>C=O.C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O.[H+],brenda,1
DATA_000493,P80222,SMI_550729BF89,SMI_C2D7EDC3B5,1.1.1.1,1,1,1,1,0.05,0.005,,1.0,,,CO>>C=O.C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O.[H+],brenda,1
DATA_000498,A0A0B4VJJ8,SMI_89B394FD02,SMI_C2D7EDC3B5,1.1.1.1,1,1,1,1,895.4,0.053,,4.227741220446637,,,CCO>>C=O.C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O.[H+],brenda,1
DATA_000543,A0A0B4VJJ8,SMI_C12D5C8623,SMI_C2D7EDC3B5,1.1.1.1,1,1,1,1,18.65,0.08832,0.96,2.3246197757595826,,,C(C=O)O>>C=O.C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O.[H+],brenda,1
DATA_000550,P12311,SMI_8FE7E6967E,SMI_C2D7EDC3B5,1.1.1.1,1,1,1,1,0.041,0.02364,0.00171,0.23913638451051772,,,C(CO)CO>>C=O.C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O.[H+],brenda,1
DATA_000551,P12311,SMI_7908C955AD,SMI_C2D7EDC3B5,1.1.1.1,1,1,1,1,0.094,0.02382,0.00396,0.59618609645294,,,CCC(C)O>>C=O.C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O.[H+],brenda,1
DATA_000568,A0A0B4VJJ8,SMI_3EF3F01968,SMI_C2D7EDC3B5,1.1.1.1,1,1,1,1,1.28,0.03765,0.034,1.531444989111149,,,C=O>>C=O.C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O.[H+],brenda,1
DATA_000569,P12311,SMI_59D8B57BBF,SMI_C2D7EDC3B5,1.1.1.1,1,1,1,1,0.019,0.0398,0.00046,-0.32112947112085893,,,CCCO>>C=O.C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O.[H+],brenda,1
DATA_000571,A0A0B4VJJ8,SMI_72E102D3B3,SMI_C2D7EDC3B5,1.1.1.1,1,1,1,1,0.73,0.0414,0.018,1.2463225189995568,,,CCC=O>>C=O.C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O.[H+],brenda,1
DATA_000575,P12311,SMI_35326B933C,SMI_C2D7EDC3B5,1.1.1.1,1,1,1,1,287.0,0.0578,5.0,3.6959540583134634,,,CC(C)O>>C=O.C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O.[H+],brenda,1
DATA_000578,A0A0B4VJJ8,SMI_8952C0B61F,SMI_C2D7EDC3B5,1.1.1.1,1,1,1,1,1.99,0.07198,0.028,1.4416412340928142,,,CCCC=O>>C=O.C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O.[H+],brenda,1
DATA_000588,P12311,SMI_550729BF89,SMI_C2D7EDC3B5,1.1.1.1,1,1,1,1,0.013,0.29423,4.4e-05,-1.3547435994640684,,,CO>>C=O.C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O.[H+],brenda,1
DATA_000592,P12311,SMI_8EC5351BEF,SMI_C2D7EDC3B5,1.1.1.1,1,1,1,1,0.026,0.56884,4.6e-05,-1.34001677977987,,,CC(C)(C)O>>C=O.C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O.[H+],brenda,1
DATA_000652,O43488,SMI_D4A841D234,SMI_12A7D9D6DB,1.1.1.2,1,1,1,2,1.88333,2e-05,95000.0,4.977723605288848,7.0,25.0,C(CC(=O)O)C=O.C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O.[H+]>>C(CC(=O)[O-])CO.C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N,brenda,1
DATA_000653,O43488,SMI_2AACC7188B,SMI_3280C96096,1.1.1.2,1,1,1,2,1.58333,1.7e-05,96666.7,4.985276892935985,7.0,25.0,C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O.[H+].C1=CC=C(C(=C1)C=O)C(=O)O>>C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N.C1=CC=C(C(=C1)CO)C(=O)O,brenda,1
DATA_000654,O43488,SMI_B25C5FE35C,SMI_4B9E3EEB07,1.1.1.2,1,1,1,2,2.48333,0.008584,333.333,2.5228783109856385,7.0,25.0,C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O.[H+].C1=CC=C(C(=C1)C=O)Cl>>C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N.C1=CC=C(C(=C1)CO)Cl,brenda,1
DATA_000655,O43488,SMI_552DE29A00,SMI_725DE302BF,1.1.1.2,1,1,1,2,0.15,0.001913,83.3333,1.9208185802345477,7.0,25.0,C1=CC(=CC(=C1)Cl)C=O.[H+].C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O>>C1=CC(=CC(=C1)Cl)CO.C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N,brenda,1
DATA_000656,O43488,SMI_5AD45B0B18,SMI_B97D91636A,1.1.1.2,1,1,1,2,1.58333,0.00106,1500.0,3.1760912590556813,7.0,25.0,C1=CC=C(C(=C1)C=O)[N+](=O)[O-].C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O.[H+]>>C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N.C1=CC=C(C(=C1)CO)[N+](=O)[O-],brenda,1
DATA_000657,O43488,SMI_D0DE5C9C89,SMI_E370207E9A,1.1.1.2,1,1,1,2,0.55,0.000979,500.0,2.6989700043360187,7.0,25.0,C1=CC(=CC(=C1)[N+](=O)[O-])C=O.[H+].C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O>>C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N.C1=CC(=CC(=C1)[N+](=O)[O-])CO,brenda,1
DATA_000658,O43488,SMI_C0D271295A,SMI_04F5C53CEC,1.1.1.2,1,1,1,2,0.783333,0.002742,333.333,2.5228783109856385,7.0,25.0,C1=CC(=CC=C1C=O)[N+](=O)[O-].[H+].C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O>>C1=CC(=CC=C1CO)[N+](=O)[O-].C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N,brenda,1
DATA_000659,O43488,SMI_FFA58879C0,SMI_5A0A15FA4F,1.1.1.2,1,1,1,2,1.0,0.000616,1666.67,3.221849618204452,7.0,25.0,[H+].C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O.C1=CC=NC(=C1)C=O>>C1=CC=NC(=C1)CO.C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N,brenda,1
DATA_000660,O43488,SMI_10678F1D9C,SMI_9861060EA1,1.1.1.2,1,1,1,2,0.0333333,0.000259,100.0,2.0,7.0,25.0,C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O.[H+].C1=CC(=CN=C1)C=O>>C1=CC(=CN=C1)CO.C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N,brenda,1
DATA_000661,O43488,SMI_EC5386012E,SMI_3CA6DF06E9,1.1.1.2,1,1,1,2,0.7,0.001718,333.333,2.5228783109856385,7.0,25.0,[H+].C1=CN=CC=C1C=O.C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O>>C1=CN=CC=C1CO.C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N,brenda,1
DATA_000662,O43488,SMI_D22153797C,SMI_DFBD283FFF,1.1.1.2,1,1,1,2,7.25,0.000102,70000.0,4.845098040014257,7.0,25.0,[H+].C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O.C1=CC=C2C(=C1)C=CC(=O)C2=O>>C1=CC=C2C(=C1)C=CC(=C2O)O.C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N,brenda,1
DATA_000663,O43488,SMI_C229F66153,SMI_A833C1F4B5,1.1.1.2,1,1,1,2,3.11667,8e-06,416667.0,5.61978910572384,7.0,25.0,C1=CC=C2C(=C1)C3=CC=CC=C3C(=O)C2=O.C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O.[H+]>>C1=CC=C2C(=C1)C3=CC=CC=C3C(=C2O)O.C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N,brenda,1
DATA_000664,O43488,SMI_2DF26955A6,SMI_D20E35C5E3,1.1.1.2,1,1,1,2,2.76667,0.000156,18333.3,4.263240645147532,7.0,25.0,[H+].C1=CC=C2C(=C1)C(=O)C(=O)N2.C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O>>C1=CC=C2C(=C1)C(=C(N2)O)O.C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N,brenda,1
DATA_000665,O43488,SMI_FE50FD7F0D,SMI_8F46650F19,1.1.1.2,1,1,1,2,0.816667,5.5e-05,15000.0,4.176091259055681,7.0,25.0,C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O.[H+].CC12CCC3C(C1CC(=O)C2=O)CCC4=C3C=CC(=C4)O>>C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N.CC12CCC3C(C1CC(C2=O)O)CCC4=C3C=CC(=C4)O,brenda,1
DATA_000873,A0A024L8S1,SMI_8952C0B61F,SMI_A8797C347C,1.1.1.2,1,1,1,2,59.5,0.00067,,4.948442163027723,,,CCCC=O>>C=O.C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O.[H+],brenda,1
DATA_000905,A0A024L8S1,SMI_549B2B02AF,SMI_A8797C347C,1.1.1.2,1,1,1,2,60.1,0.00178,,4.528454469693846,,,C(C=O)C=O>>C=O.C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O.[H+],brenda,1
