DATA_ID,SEQ_ID,SMI_ID,PROD_SMI_ID,EC_NUMBER,EC_1,EC_2,EC_3,EC_4,KCAT,KM,KCAT_KM,Y_VALUE,PH,TEMP,RXN_SMILES,SMI_SOURCE,FOLD
DATA_000001,P06757,SMI_DFECC8872F,SMI_A106D6D46F,1.1.1.1,1,1,1,1,16.6667,5.0,3.33333,0.5228783109856385,7.5,25.0,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N.CCO>>[H+].C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O.CC=O,brenda,4
DATA_000002,P06757,SMI_AC530DE0A1,SMI_1F50D249A0,1.1.1.1,1,1,1,1,14.3333,0.23,61.6667,1.7900507084370618,7.5,25.0,CCCCO.C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N>>C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O.CCCC=O,brenda,4
DATA_000003,P06757,SMI_D29380D369,SMI_F47139B70C,1.1.1.1,1,1,1,1,5.0,0.0005,10000.0,4.0,7.5,25.0,CCCCCCCCO.C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N>>CCCCCCCC=O.C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O,brenda,4
DATA_000005,P06757,SMI_1F50D249A0,SMI_AC530DE0A1,1.1.1.1,1,1,1,1,156.0,0.003,52000.0,4.7160033436347994,7.5,25.0,CCCC=O.C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O>>CCCCO.C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N,brenda,4
DATA_000006,P06757,SMI_F47139B70C,SMI_D29380D369,1.1.1.1,1,1,1,1,390.0,0.0003,1300000.0,6.113943352306837,7.5,25.0,CCCCCCCC=O.C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O>>C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N.CCCCCCCCO,brenda,4
DATA_000007,P06757,SMI_B3A632AFE3,SMI_9CDA0EFD04,1.1.1.1,1,1,1,1,980.0,0.0014,700000.0,5.845098040014257,7.5,25.0,C1=CC(=CC(=C1)[N+](=O)[O-])C=O.C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O>>C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N.C1=CC(=CC(=C1)[N+](=O)[O-])CO,brenda,4
DATA_000024,P06757,SMI_5C9F6C3D6C,SMI_B0D06E34DA,1.1.1.1,1,1,1,1,48.8333,0.0031,15833.3,4.199571440600069,10.0,25.0,CCCCCO.C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N>>C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O.CCCCC=O,brenda,4
DATA_000025,P06757,SMI_25F1132EF4,SMI_237E1DCC32,1.1.1.1,1,1,1,1,20.0,0.0014,14333.3,4.156346190871583,10.0,25.0,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N.C(CCCCCC(=O)O)CCCCCO>>C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O.C(CCCCCC(=O)O)CCCCC=O,brenda,4
DATA_000026,P06757,SMI_2594ABD3CB,SMI_0D43B0E168,1.1.1.1,1,1,1,1,20.0,0.0014,14333.3,4.156346190871583,10.0,25.0,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N.CC=CCO>>CC=CC=O.C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O,brenda,4
DATA_000027,P06757,SMI_15FE3FA53C,SMI_6D3B567273,1.1.1.1,1,1,1,1,1.75,0.22,8.33333,0.9208185802345477,10.0,25.0,C1CCC(CC1)O.C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N>>C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O.C1CCC(=O)CC1.[H+],brenda,4
DATA_000028,P06757,SMI_01B3F8D5CE,SMI_94F04C79F2,1.1.1.1,1,1,1,1,89.6667,0.0014,65000.0,4.812913356642856,10.0,25.0,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N.C1=CC=C(C=C1)CO>>C1=CC=C(C=C1)C=O.C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O,brenda,4
DATA_000125,P00328,SMI_80F7B39941,SMI_8658A6197D,1.1.1.1,1,1,1,1,1.2,1.1e-05,110000.0,5.041392685158225,7.3,30.0,C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O.CC12CCC(=O)CC1CCC3C2CCC4(C3CCC4O)C.[H+]>>C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N.CC12CCC(CC1CCC3C2CCC4(C3CCC4O)C)O,brenda,4
DATA_000126,P00328,SMI_891B122F1C,SMI_02143D23E0,1.1.1.1,1,1,1,1,1.1,3e-06,370000.0,5.568201724066995,7.3,30.0,CC12CCC(CC1CCC3C2CCC4(C3CCC4=O)C)O.C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N>>C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O.CC12CCC(=O)CC1CCC3C2CCC4(C3CCC4=O)C.[H+],brenda,4
DATA_000127,P00328,SMI_1494918E3B,SMI_A4953F1E05,1.1.1.1,1,1,1,1,0.81,8e-06,100000.0,5.0,7.3,30.0,C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O.CC(CCC(=O)[O-])C1CCC2C1(CCC3C2CCC4C3(CCC(=O)C4)C)C.[H+]>>C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N,brenda,4
DATA_000258,P00328,SMI_652F0445CC,SMI_C2D7EDC3B5,1.1.1.1,1,1,1,1,56.6,1.2e-05,,6.673635185140647,,,CCCCCC=O>>C=O.C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O.[H+],brenda,4
DATA_000261,P06757,SMI_D2A4DFB8B4,SMI_C2D7EDC3B5,1.1.1.1,1,1,1,1,20.0,0.0014,,4.154901959985743,,,C(CCCCCC(=O)[O-])CCCCCO>>C=O.C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O.[H+],brenda,4
DATA_000278,P06757,SMI_F6BAA9F910,SMI_C2D7EDC3B5,1.1.1.1,1,1,1,1,60.8,0.00051,,5.076333403174798,,,CCCCCCCCO>>C=O.C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O.[H+],brenda,4
DATA_000282,P00328,SMI_9ABE2286D9,SMI_C2D7EDC3B5,1.1.1.1,1,1,1,1,29.6,0.0138,,3.3314126246577023,,,CCCCCCO>>C=O.C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O.[H+],brenda,4
DATA_000288,P00328,SMI_39CE43E8A8,SMI_C2D7EDC3B5,1.1.1.1,1,1,1,1,2.05,3.1e-05,,4.820392167221481,,,*C([H])([H])O.NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)=C1>>C=O.C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O.[H+],rhea_sub_plus_brenda_prod,4
DATA_000305,P00328,SMI_24703BB682,SMI_C2D7EDC3B5,1.1.1.1,1,1,1,1,0.78,4.6e-05,,4.2293367710089065,,,C1=CC=C(C=C1)CO>>C=O.C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O.[H+],brenda,4
