SMI_ID,SMILES,SCAFFOLD_SMILES,SCAFFOLD_ID
SMI_4A646FA690,C=C(O[C@H]1C=CC=C(C(=O)[O-])[C@@H]1O)C(=O)[O-].O=C([O-])CCC(=O)C(=O)[O-].[H+],C1=CCCC=C1,SCF_069DD1DE66
SMI_273179C822,CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O.NC(=O)CCC(N)C(=O)O,c1ncc2ncn(C3CCCO3)c2n1,SCF_B8DB9A72B3
SMI_31BFA3B924,CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O.NC1C(O)OC(COP(=O)(O)O)C(O)C1O,C1CCOCC1.c1ncc2ncn(C3CCCO3)c2n1,SCF_9F9F99F06B
SMI_7374AAC50B,NC1C(O)OC(COP(=O)(O)O)C(O)C1O,C1CCOCC1,SCF_66AB85A70A
SMI_05F5FF045C,Nc1ccc2c(c1)Cc1ccccc1-2,c1ccc2c(c1)Cc1ccccc1-2,SCF_E72997E726
SMI_3482C22008,Nc1ccc(C(=O)O)cc1,c1ccccc1,SCF_8448043181
SMI_3372DD6130,NNc1nncc2ccccc12,c1ccc2cnncc2c1,SCF_174F04B1CC
SMI_2E30E3E0CC,Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1,O=S(=O)(Nc1ncccn1)c1ccccc1,SCF_31ECD98DAD
SMI_EB477D25A7,Nc1ccc(C(=O)O)c(O)c1,c1ccccc1,SCF_8448043181
SMI_4025B05123,Cc1cc(C(=O)O)ccc1N,c1ccccc1,SCF_8448043181
SMI_9A3C0EE423,Nc1ccc(-c2ccccc2)cc1,c1ccc(-c2ccccc2)cc1,SCF_FDC27F1BD1
SMI_21C03CBBCE,CCc1ccc(N)cc1,c1ccccc1,SCF_8448043181
SMI_3905C706AF,Cc1cc(C)cc(N)c1,c1ccccc1,SCF_8448043181
SMI_99DBF0D8AD,Nc1cc(C(=O)O)ccc1O,c1ccccc1,SCF_8448043181
SMI_9E409EE83B,CCCCOc1ccc(N)cc1,c1ccccc1,SCF_8448043181
SMI_C68DB1C73B,Cc1ccc(N)cc1C,c1ccccc1,SCF_8448043181
SMI_C66F269F67,Cc1ccc(N)cc1,c1ccccc1,SCF_8448043181
SMI_D0AB66B2ED,CCc1cccc(N)c1,c1ccccc1,SCF_8448043181
SMI_A5EFB28BED,Nc1cc(Cl)ccc1O,c1ccccc1,SCF_8448043181
SMI_4C4185B987,Nc1ccc(C(=O)O)cc1O,c1ccccc1,SCF_8448043181
SMI_5DAA5E5AAC,Nc1ccc(I)cc1,c1ccccc1,SCF_8448043181
SMI_A5AECF92B5,Nc1ccc(O)c(C(=O)O)c1,c1ccccc1,SCF_8448043181
SMI_64765EE188,CCOc1ccc(N)cc1,c1ccccc1,SCF_8448043181
SMI_382292C2F8,Cc1cccc(N)c1C,c1ccccc1,SCF_8448043181
SMI_13389872A4,COc1ccc(N)cc1,c1ccccc1,SCF_8448043181
SMI_1C78A43145,Nc1ccc(Br)cc1,c1ccccc1,SCF_8448043181
SMI_486AF6C0F5,Nc1ccc(Cl)cc1,c1ccccc1,SCF_8448043181
SMI_A14F73958F,Cc1ccc(N)c(C)c1,c1ccccc1,SCF_8448043181
SMI_9BA0763996,CCc1ccccc1N,c1ccccc1,SCF_8448043181
SMI_3C7C1A4AA2,Cc1ccc(C)c(N)c1,c1ccccc1,SCF_8448043181
SMI_22366FBC21,Nc1cc(S(=O)(=O)O)ccc1O,c1ccccc1,SCF_8448043181
SMI_BC3AF67769,NNC(=O)c1ccccc1,c1ccccc1,SCF_8448043181
SMI_AC511C7BEE,NNC(=O)c1cccnc1,c1ccncc1,SCF_6E858B26E5
SMI_30E99A07FE,NNC(=O)c1ccc(O)cc1,c1ccccc1,SCF_8448043181
SMI_A0C1CDCBF9,Nc1ccc(F)cc1,c1ccccc1,SCF_8448043181
SMI_B49CFB3BE9,CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O.C[N+](C)(C)CCO,c1ncc2ncn(C3CCCO3)c2n1,SCF_B8DB9A72B3
SMI_B3D108052F,CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,c1ncc2ncn(C3CCCO3)c2n1,SCF_B8DB9A72B3
SMI_2D03CB0BC4,CC(=O)OC(CC(=O)[O-])C[N+](C)(C)C,,SCF_ACYCLIC
SMI_D2923783D7,CC(=O)OP(=O)(O)O.CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCS,c1ncc2ncn(C3CCCO3)c2n1,SCF_B8DB9A72B3
SMI_6A9B1E7FC1,CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O.O=P([O-])([O-])[O-],c1ncc2ncn(C3CCCO3)c2n1,SCF_B8DB9A72B3
SMI_CD6137BB69,CC(=O)OP(=O)(O)O,,SCF_ACYCLIC
SMI_D75B8AE1FC,CCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,c1ncc2ncn(C3CCCO3)c2n1,SCF_B8DB9A72B3
SMI_84AFB58951,CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCSC(=O)c1ccccc1,O=C(CCCO[PH](=O)O[PH](=O)OCC1CCC(n2cnc3cncnc32)O1)NCCC(=O)NCCSC(=O)c1ccccc1,SCF_7340A6F6E1
SMI_650B6EAFA2,CCOC(=O)CN,,SCF_ACYCLIC
SMI_BE6AF4A1DC,COC(=O)CN,,SCF_ACYCLIC
SMI_8FAADFE483,O=P([O-])([O-])OC[C@H](O)CO.[1*]C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],c1ncc2ncn([C@H]3CCCO3)c2n1,SCF_BEC95C18EA
SMI_34C9B72192,CCCCCCCCC=CCCCCCCCC(=O)S,,SCF_ACYCLIC
SMI_C2E6356D51,CCCCCCCCC=CCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,c1ncc2ncn(C3CCCO3)c2n1,SCF_B8DB9A72B3
SMI_78209A93D9,CCCCCCC=CCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,c1ncc2ncn(C3CCCO3)c2n1,SCF_B8DB9A72B3
SMI_64F4F750F7,CC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O.CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCS,c1ncc2ncn(C3CCCO3)c2n1.c1ncc2ncn(C3CCCO3)c2n1,SCF_35AA658327
SMI_B2020FCAB4,CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-].[NH3+][C@@H](CC(=O)[O-])C(=O)[O-],c1ncc2ncn([C@H]3CCCO3)c2n1,SCF_BEC95C18EA
SMI_EC9B29D227,O=[N+]([O-])c1ccc(OC2OC(CO)C(O)C(O)C2O)cc1,c1ccc(OC2CCCCO2)cc1,SCF_1072FBC11C
SMI_FE1C119BAE,OCC1OC(Oc2ccccc2)C(O)C(O)C1O,c1ccc(OC2CCCCO2)cc1,SCF_1072FBC11C
SMI_2A02E97851,O=[N+]([O-])c1ccccc1OC1OC(CO)C(O)C(O)C1O,c1ccc(OC2CCCCO2)cc1,SCF_1072FBC11C
SMI_D71883A5CB,CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-].[1*]O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,C1CCOCC1.c1ncc2ncn([C@H]3CCCO3)c2n1,SCF_CB1D2F9E0A
SMI_3917225296,[1*]C(=O)OC[C@@H](O)COP(=O)([O-])OCC[N+](C)(C)C.[1*]C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],c1ncc2ncn([C@H]3CCCO3)c2n1,SCF_BEC95C18EA
SMI_B41BAE7326,O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,c1ccccc1,SCF_8448043181
SMI_4560BDF298,CC(C)CO,,SCF_ACYCLIC
SMI_E59AA4F8B1,CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O.NCC(=O)O,c1ncc2ncn(C3CCCO3)c2n1,SCF_B8DB9A72B3
SMI_7519763327,CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O.NC(CO)C(=O)O,c1ncc2ncn(C3CCCO3)c2n1,SCF_B8DB9A72B3
SMI_B88DB5D0DA,CC(=O)OCC(N)C(=O)O.CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCS,c1ncc2ncn(C3CCCO3)c2n1,SCF_B8DB9A72B3
SMI_692A548C92,CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCSC(=O)CCC(=O)O,c1ncc2ncn(C3CCCO3)c2n1,SCF_B8DB9A72B3
SMI_DA1F77752C,O=C([O-])Cc1ccc([N+](=O)[O-])cc1,c1ccccc1,SCF_8448043181
SMI_187F217808,CC(=O)OCCC(N)C(=O)O,,SCF_ACYCLIC
SMI_098D4D0BCF,O=C(O)CCCO,,SCF_ACYCLIC
SMI_5CE91927E0,NCCCO,,SCF_ACYCLIC
SMI_AB44ECE443,CCC(O)C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,c1ncc2ncn(C3CCCO3)c2n1,SCF_B8DB9A72B3
SMI_89B11F47B3,CC(C(=O)O)C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,c1ncc2ncn(C3CCCO3)c2n1,SCF_B8DB9A72B3
SMI_C3BA92AB15,*N[C@@H](COP(=O)([O-])OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCSC(*)=O)C(*)=O.*N[C@@H](COP(=O)([O-])OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC(=O)[O-])C(*)=O.[H+],,SCF_ACYCLIC
SMI_8AABFA0799,CCCCCCCCCCCC(=O)S,,SCF_ACYCLIC
SMI_2C8BBC1104,CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCSC(=O)CCC(=O)O.NC(CCO)C(=O)O,c1ncc2ncn(C3CCCO3)c2n1,SCF_B8DB9A72B3
SMI_39CDBCF222,CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCS.NC(CCOC(=O)CCC(=O)O)C(=O)O,c1ncc2ncn(C3CCCO3)c2n1,SCF_B8DB9A72B3
SMI_2792E64CFC,CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCSC(=O)CCCC(=O)O.NC(CCO)C(=O)O,c1ncc2ncn(C3CCCO3)c2n1,SCF_B8DB9A72B3
SMI_5564821788,CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCSC(=O)CCC(=O)O.NCCCO,c1ncc2ncn(C3CCCO3)c2n1,SCF_B8DB9A72B3
SMI_FD40041FE7,CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCSC(=O)CCC(=O)O.NC(CO)C(=O)O,c1ncc2ncn(C3CCCO3)c2n1,SCF_B8DB9A72B3
SMI_07434B6E54,CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCSC(=O)CCC(=O)O.CC(O)C(N)C(=O)O,c1ncc2ncn(C3CCCO3)c2n1,SCF_B8DB9A72B3
SMI_1092E62C2D,CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCSC(=O)CCCCCC(=O)O.CC(N)C(=O)O,c1ncc2ncn(C3CCCO3)c2n1,SCF_B8DB9A72B3
SMI_55FC7B7974,CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCSC(=O)CCCCCC(=O)O,c1ncc2ncn(C3CCCO3)c2n1,SCF_B8DB9A72B3
SMI_BB334E7E0F,*N[C@@H](CCCC[NH3+])C(*)=O.CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],c1ncc2ncn([C@H]3CCCO3)c2n1,SCF_BEC95C18EA
SMI_F83BB93E23,CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O.NCCCNCCCCNCCCN,c1ncc2ncn(C3CCCO3)c2n1,SCF_B8DB9A72B3
SMI_5CF53E9069,NCCCCCNCCCN,,SCF_ACYCLIC
SMI_79663F40E5,CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCSC(=O)C=Cc1ccccc1,O=C(CCCO[PH](=O)O[PH](=O)OCC1CCC(n2cnc3cncnc32)O1)NCCC(=O)NCCSC(=O)C=Cc1ccccc1,SCF_342C9575E8
SMI_F705F1A4BF,NCCCCN=C(N)N,,SCF_ACYCLIC
SMI_79706485E6,CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCSC(=O)C=Cc1ccc(O)cc1.CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCSC(=O)CC(=O)O,O=C(CCCO[PH](=O)O[PH](=O)OCC1CCC(n2cnc3cncnc32)O1)NCCC(=O)NCCSC(=O)C=Cc1ccccc1.c1ncc2ncn(C3CCCO3)c2n1,SCF_2AF0952E80
SMI_71879343F9,CCCCCCCCCCCCCCCCO,,SCF_ACYCLIC
SMI_93F3BCAA37,CCC=CCC=CCC=CCC=CCC=CCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,c1ncc2ncn(C3CCCO3)c2n1,SCF_B8DB9A72B3
SMI_F33C8F90E7,*C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-].*O,c1ncc2ncn([C@H]3CCCO3)c2n1,SCF_BEC95C18EA
SMI_8F51595AA7,NCC1OC(OC2C(CO)OC(OC3C(O)C(N)CC(N)C3OC3OC(CO)C(O)C(O)C3N)C2O)C(N)C(O)C1O,C1CCC(OC2COC(OC3CCCCC3OC3CCCCO3)C2)OC1,SCF_BBB40025AC
SMI_214A884088,CNC1C(O)C(OC2C(N)CC(N)C(OC3OC(CN)=CCC3N)C2O)OCC1(C)O,C1=COC(OC2CCCC(OC3CCCCO3)C2)CC1,SCF_2FAB3D0BE4
SMI_9006240B2B,NCC1OC(OC2C(CO)OC(OC3C(O)C(N)CC(N)C3OC3OC(CN)C(O)C(O)C3N)C2O)C(N)C(O)C1O,C1CCC(OC2COC(OC3CCCCC3OC3CCCCO3)C2)OC1,SCF_BBB40025AC
SMI_6208E5877A,CNC1C(OC2OC(CO)C(N)C(O)C2O)OC2CC(N)C(OC3C(N)CC(N)C(O)C3O)OC2C1O,C1CCC(OC2CCC3OC(OC4CCCCO4)CCC3O2)CC1,SCF_8E8BF8420D
SMI_261A3D44AD,NCCC(O)C(=O)NC1CC(N)C(OC2OC(CN)C(O)C(O)C2O)C(O)C1OC1OC(CO)C(O)C(N)C1O,C1CCC(OC2CCCC(OC3CCCCO3)C2)OC1,SCF_4C062755C9
SMI_99EA0955E9,CNC(C)C1CCC(N)C(OC2C(N)CC(N)C(OC3OCC(C)(O)C(NC)C3O)C2O)O1,C1CCC(OC2CCCC(OC3CCCCO3)C2)OC1,SCF_4C062755C9
SMI_6478C66CDC,NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(N)CC1O,C1CCC(OC2CCCC(OC3CCCCO3)C2)OC1,SCF_4C062755C9
SMI_8E7CAA3161,NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(O)C(O)C1O,C1CCC(OC2CCCC(OC3CCCCO3)C2)OC1,SCF_4C062755C9
SMI_7A03D6EA2A,NCC1OC(OC2C(N)CC(N)C(O)C2OC2OC(CO)C(O)C2O)C(N)C(O)C1O,C1CCC(OC2CCCCC2OC2CCCO2)OC1,SCF_9007131407
SMI_6B0CFA6797,NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(N)C(O)C1O,C1CCC(OC2CCCC(OC3CCCCO3)C2)OC1,SCF_4C062755C9
SMI_6405D8AF2A,CNC1C(O)C(OC2C(N)CC(N)C(OC3OC(C(C)N)CCC3N)C2O)OCC1(C)O,C1CCC(OC2CCCC(OC3CCCCO3)C2)OC1,SCF_4C062755C9
SMI_5C0426BE52,NCC1OC(OC2C(CO)OC(OC3C(O)C(N)CC(N)C3OC3OC(CO)C(O)CC3N)C2O)C(N)C(O)C1OC1OC(CO)C(O)C(O)C1O,C1CCC(OC2CCC(OC3COC(OC4CCCCC4OC4CCCCO4)C3)OC2)OC1,SCF_850A881EEF
SMI_FF92806D2B,*O[C@@H]1[C@@H](O)[C@H](O*)[C@@H]([NH3+])C[C@H]1[NH3+].CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],C1CCCCC1.c1ncc2ncn([C@H]3CCCO3)c2n1,SCF_A4ED80B716
SMI_9F8862576A,NCC1CCC(N)C(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)O1,C1CCC(OC2CCCC(OC3CCCCO3)C2)OC1,SCF_4C062755C9
SMI_87B8E6D4FA,CCNC1CC(N)C(OC2OC(CN)=CCC2N)C(O)C1OC1OCC(C)(O)C(NC)C1O,C1=COC(OC2CCCC(OC3CCCCO3)C2)CC1,SCF_2FAB3D0BE4
SMI_24C281202D,CCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-],c1ncc2ncn(C3CCCO3)c2n1,SCF_B8DB9A72B3
SMI_81B6FA1FBE,NCCC(O)C(=O)NC1CC(N)C(OC2OC(CN)C(O)C(O)C2N)C(OC2OC(CO)C(O)C2O)C1O,C1CCC(OC2CCCCC2OC2CCCO2)OC1,SCF_9007131407
SMI_841B11F6F0,CNC1C(O)C(OC2C(NC(=O)C(O)CN)CC(N)C(OC3OC(CN)C(O)C(O)C3O)C2O)OCC1(C)O,C1CCC(OC2CCCC(OC3CCCCO3)C2)OC1,SCF_4C062755C9
SMI_BF10497123,NCCC(O)C(=O)NC1CC(N)C(OC2OC(CN)CCC2N)C(O)C1OC1OC(CO)C(O)C(N)C1O,C1CCC(OC2CCCC(OC3CCCCO3)C2)OC1,SCF_4C062755C9
SMI_50EA96B17F,CCNC1CC=C(CN)OC1OC1C(N)CC(NCC)C(OC2OCC(C)(O)C(NC)C2O)C1O,C1=COC(OC2CCCC(OC3CCCCO3)C2)CC1,SCF_2FAB3D0BE4
SMI_E7C5F9D84E,CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-].[NH3+]C[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H]([NH3+])[C@H]3O)[C@H]([NH3+])C[C@@H]2[NH3+])[C@H]([NH3+])[C@@H](O)[C@@H]1O,C1CC[C@@H](O[C@@H]2CCC[C@H](O[C@@H]3CCCCO3)C2)OC1.c1ncc2ncn([C@H]3CCCO3)c2n1,SCF_BB01B745CA
SMI_CC60AFC89D,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,O=c1cc[nH]c2cc(N3CCNCC3)ccc12,SCF_1977F26B41
SMI_2D009669C3,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,O=c1ccn(C2CC2)c2cc(N3CCNCC3)ccc12,SCF_57A77E3518
SMI_F922E9EFDC,CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O.NCCc1c[nH]c2ccccc12,c1ccc2[nH]ccc2c1.c1ncc2ncn(C3CCCO3)c2n1,SCF_C21DF15781
SMI_C21A06F6A5,CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O.NCCc1c[nH]c2ccc(O)cc12,c1ccc2[nH]ccc2c1.c1ncc2ncn(C3CCCO3)c2n1,SCF_C21DF15781
SMI_955CCA003E,CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCS.O=C(CBr)NCCc1c[nH]c2ccccc12,c1ccc2[nH]ccc2c1.c1ncc2ncn(C3CCCO3)c2n1,SCF_C21DF15781
SMI_229F3BC8D3,CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O.CC(N)Cc1c[nH]c2ccccc12,c1ccc2[nH]ccc2c1.c1ncc2ncn(C3CCCO3)c2n1,SCF_C21DF15781
SMI_6CC0C59666,NCCc1c[nH]c2ccc(OCc3ccccc3)cc12,c1ccc(COc2ccc3[nH]ccc3c2)cc1,SCF_AECE3A7086
SMI_339C343C22,COc1ccc2[nH]cc(CCN)c2c1,c1ccc2[nH]ccc2c1,SCF_76E053CE6A
SMI_1C853F328C,COc1cccc(CCN)c1,c1ccccc1,SCF_8448043181
SMI_1667B09D31,NCCc1cccc(C(F)(F)F)c1,c1ccccc1,SCF_8448043181
SMI_6B536F5DE8,CC(CN)c1ccccc1,c1ccccc1,SCF_8448043181
SMI_87AC5EFFA4,CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-].[NH3+]CCc1c[nH]c2ccc(O)cc12,c1ccc2[nH]ccc2c1.c1ncc2ncn([C@H]3CCCO3)c2n1,SCF_F2DF89B79D
SMI_AFCEB3C57D,CC(C)(COP(=O)([O-])OP(=O)([O-])OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-])C(O)C(=O)NCCC(=O)NCCSC(=O)CCc1ccc(O)cc1,O=C(CCCO[PH](=O)O[PH](=O)OCC1CCC(n2cnc3cncnc32)O1)NCCC(=O)NCCSC(=O)CCc1ccccc1,SCF_D5C821BD04
SMI_C912959E67,CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C=Cc1ccc(O)cc1.CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC(=O)[O-].CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC(=O)[O-].CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC(=O)[O-].[H+].[H+].[H+],O=C(CCCO[PH](=O)O[PH](=O)OC[C@@H]1CC[C@H](n2cnc3cncnc32)O1)NCCC(=O)NCCSC(=O)C=Cc1ccccc1.c1ncc2ncn([C@H]3CCCO3)c2n1.c1ncc2ncn([C@H]3CCCO3)c2n1.c1ncc2ncn([C@H]3CCCO3)c2n1,SCF_42644F3E81
