SMI_ID,SMILES,SCAFFOLD_SMILES,SCAFFOLD_ID
SMI_5EEB95CBE9,COC1=CC(=O)C=CC1=O,O=C1C=CC(=O)C=C1,SCF_DC71902F8B
SMI_F9866567EC,[Fe+3].c1cc[cH-]c1.c1cc[cH-]c1,c1cc[cH-]c1.c1cc[cH-]c1,SCF_F434D22843
SMI_042F3032CB,O=C1C=CC(=O)C(Cl)=C1,O=C1C=CC(=O)C=C1,SCF_DC71902F8B
SMI_A2F966822B,CC1=CC(=O)C=C(C)C1=O,O=C1C=CC(=O)C=C1,SCF_DC71902F8B
SMI_E67AA624E4,O=C1C(F)=C(F)C(=O)C(F)=C1F,O=C1C=CC(=O)C=C1,SCF_DC71902F8B
SMI_37659CFC25,OCC1OC(OCC2OC(O)C(O)C(O)C2O)C(O)C(O)C1O,C1CCC(COC2CCCCO2)OC1,SCF_D2CBDB03AA
SMI_56C02F7FC4,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3],,SCF_ACYCLIC
SMI_F388C68D18,OCC1OCC(O)C(O)C1O,C1CCOCC1,SCF_66AB85A70A
SMI_6DE7F0570A,OCC1OC(OC2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O,C1CCC(OC2CCCOC2)OC1,SCF_AF38824CA4
SMI_30D750A666,O=C1OC(CO)C(O)C(O)C1O,O=C1CCCCO1,SCF_13C3AE9E6D
SMI_4F43F9A11B,OCC1OC(OC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,C1CCC(OC2CCCCO2)OC1,SCF_26E24E5FFB
SMI_5D491F4427,OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O,C1CCC(OC2CCCO2)OC1,SCF_8511022655
SMI_953A2135F3,OCCOCCO,,SCF_ACYCLIC
SMI_3B65AEB049,OCCCCCCO,,SCF_ACYCLIC
SMI_77F01C50C8,CC(O)CCCO,,SCF_ACYCLIC
SMI_3CF91863B2,OCCCCCO,,SCF_ACYCLIC
SMI_0934AFAAAD,OCCSCCO,,SCF_ACYCLIC
SMI_B684A24DFD,OCCCCO,,SCF_ACYCLIC
SMI_CDABD5DDE6,O=C([O-])C(O)c1ccccc1,c1ccccc1,SCF_8448043181
SMI_FCE337B8EB,O=C(O)CO.O=O,,SCF_ACYCLIC
SMI_1DB2125ACB,O.O=CC(=O)O.O=O,,SCF_ACYCLIC
SMI_A96ABF7EE9,CCCCCCC(O)C(=O)[O-].O=O,,SCF_ACYCLIC
SMI_9B71D8168B,CCCCCCC(=O)C(=O)[O-],,SCF_ACYCLIC
SMI_1B5404B96A,*[C@H](O)C(=O)[O-].O=O,,SCF_ACYCLIC
SMI_6882833E95,C[N+](C)(C)CCO.O=O,,SCF_ACYCLIC
SMI_3564CB39CF,C[N+](C)(C)CC=O.O.O=O,,SCF_ACYCLIC
SMI_07EA843FA5,C[N+](C)(C)CC=O,,SCF_ACYCLIC
SMI_1553F0C230,C[N+](C)(C)CCO,,SCF_ACYCLIC
SMI_71A3027396,CN(C)CCO,,SCF_ACYCLIC
SMI_2C965953A8,CNCCO,,SCF_ACYCLIC
SMI_F3583B84CB,CC(C)(C)CCO,,SCF_ACYCLIC
SMI_DFC21F1C64,C=CCc1ccc(O)c(OC)c1,c1ccccc1,SCF_8448043181
SMI_6307A01A30,COc1cc(C)ccc1O,c1ccccc1,SCF_8448043181
SMI_3E66A79443,COc1cc(CO)ccc1O.O=O,c1ccccc1,SCF_8448043181
SMI_45E8E34E5E,CCCCc1ccc(O)cc1,c1ccccc1,SCF_8448043181
SMI_8C089615E0,CCCc1ccc(O)cc1,c1ccccc1,SCF_8448043181
SMI_F01C1E7BB6,COCc1ccc(O)cc1,c1ccccc1,SCF_8448043181
SMI_271AC2198E,C=CCc1ccc(O)cc1,c1ccccc1,SCF_8448043181
SMI_5498302357,CCCc1ccc(O)c(OC)c1,c1ccccc1,SCF_8448043181
SMI_E79711F32B,CCc1ccc(O)cc1,c1ccccc1,SCF_8448043181
SMI_C40549370E,CCCCCc1ccc(O)cc1,c1ccccc1,SCF_8448043181
SMI_DA962CDE00,CC(C)c1ccc(O)cc1,c1ccccc1,SCF_8448043181
SMI_BCB9CB7CE5,CC(O)c1ccc(O)cc1,c1ccccc1,SCF_8448043181
SMI_C6504BF255,Cc1ccc(O)c(N)c1,c1ccccc1,SCF_8448043181
SMI_188D8DE09C,Cc1ccc(O)cc1,c1ccccc1,SCF_8448043181
SMI_BDE8A44C8C,COc1cc(CN)ccc1O,c1ccccc1,SCF_8448043181
SMI_86BDB3220F,CCC(C)c1ccc(O)cc1,c1ccccc1,SCF_8448043181
SMI_E655074F3F,Oc1ccc2c(c1)CCC2,c1ccc2c(c1)CCC2,SCF_AFCE84C15D
SMI_6222FC8A1A,Oc1ccc2c(c1)CCCC2,c1ccc2c(c1)CCCC2,SCF_C1D2687BBE
SMI_4DB3C58925,COc1cc(C(O)CN)ccc1O,c1ccccc1,SCF_8448043181
SMI_2689B8723F,CNCC(O)c1ccc(O)c(OC)c1,c1ccccc1,SCF_8448043181
SMI_0706F967B8,NCC(O)c1ccc(O)c(O)c1,c1ccccc1,SCF_8448043181
SMI_893041C25D,OCC(O)c1ccccc1,c1ccccc1,SCF_8448043181
SMI_76C6A94622,CCCC(N)CO,,SCF_ACYCLIC
SMI_4F0A8F1DA2,O=O.OC[C@@H](O)[C@H](O)[C@@H](O)CO,,SCF_ACYCLIC
SMI_EE3C781012,CCCC(O)CO,,SCF_ACYCLIC
SMI_3AFB084514,CCCCC(O)CO,,SCF_ACYCLIC
SMI_8858C21077,OCCC(O)CO,,SCF_ACYCLIC
SMI_EEC66EAA00,C=CC(O)CO,,SCF_ACYCLIC
SMI_4C639A7E64,C=CCCO,,SCF_ACYCLIC
SMI_2594BDC225,OCCC(O)CCO,,SCF_ACYCLIC
SMI_BD83A7AAF2,NC1C(O)OC(CO)C(O)C1O,C1CCOCC1,SCF_66AB85A70A
SMI_27E5CB50D3,O=CC(O)C(O)C(OC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O)C(O)CO,C1CCC(OC2CCCOC2)OC1,SCF_AF38824CA4
SMI_9503253A22,COC(C(O)C=O)C(O)C(O)CO,,SCF_ACYCLIC
SMI_5E38191D75,CCCCO.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3],,SCF_ACYCLIC
SMI_85F1667A6C,CC1(C)OCC(CO)O1,C1COCO1,SCF_D547DE6BAE
SMI_B0D6135966,*CO.[Cu+2].[Cu+2],,SCF_ACYCLIC
SMI_8C4600666F,CC(CO)CBr,,SCF_ACYCLIC
SMI_1F97AC17BE,I[I-]I,,SCF_ACYCLIC
SMI_40CA8DCB42,OCC1OC(OC2C(CO)OC(OC3C(CO)OC(OC4C(CO)OC(OC5C(CO)OC(O)C(O)C5O)C(O)C4O)C(O)C3O)C(O)C2O)C(O)C(O)C1O,C1CCC(OC2CCC(OC3CCC(OC4CCC(OC5CCCOC5)OC4)OC3)OC2)OC1,SCF_F351E7EB2A
SMI_EBC6C16235,*.OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,C1CC[C@H](O[C@H]2CCCOC2)OC1,SCF_5DA3AF0772
SMI_F5C6D06BC9,O=CC(O)C(O)C(OC1OC(CO)C(OC2OC(CO)C(OC3OC(CO)C(O)C(O)C3O)C(O)C2O)C(O)C1O)C(O)CO,C1CCC(OC2CCC(OC3CCCOC3)OC2)OC1,SCF_333722F137
SMI_BF7F247763,OCC1OC(OC2C(CO)OC(OC3C(CO)OC(O)C(O)C3O)C(O)C2O)C(O)C(O)C1O,C1CCC(OC2CCC(OC3CCCOC3)OC2)OC1,SCF_333722F137
SMI_DF2D61FB8A,Cc1cn(C(C(=O)NCCCCCCCCCCC(=O)N2CCNCC2)C(C)O)nn1,O=C(Cn1ccnn1)NCCCCCCCCCCC(=O)N1CCNCC1,SCF_A828B9E62A
SMI_17DFC11CC2,OCC1OC(SC2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O,C1CCC(SC2CCCOC2)OC1,SCF_E350F1E495
SMI_F1D2032647,O=CC(O)C(O)C(CO)OC1OCC(O)C(O)C1O,C1CCOCC1,SCF_66AB85A70A
SMI_B49490C48C,O=C([O-])C(O)Cc1ccccc1,c1ccccc1,SCF_8448043181
SMI_010BFCC306,*.O=C([O-])[C@@H](O)c1ccccc1,c1ccccc1,SCF_8448043181
SMI_3D017C8F46,CCCCCCC(O)C(=O)[O-],,SCF_ACYCLIC
SMI_678562A00F,CC(C)CC(O)C(=O)O,,SCF_ACYCLIC
SMI_9E82987CD9,CCCCC(O)C(=O)[O-],,SCF_ACYCLIC
SMI_D371260259,CC(C)C(O)C(=O)O,,SCF_ACYCLIC
SMI_6343A2B28D,CCCC(O)C(=O)[O-],,SCF_ACYCLIC
SMI_1292D69E2A,C#CC(O)C(=O)OCC,,SCF_ACYCLIC
SMI_AC41A653CE,CCC(O)C(=O)O,,SCF_ACYCLIC
SMI_6564ADCB42,CC(O)C(O)C(O)C(O)C=O,,SCF_ACYCLIC
SMI_FC190F3A73,NC1CC(O)C(O)C(O)C1O,C1CCCCC1,SCF_9970801BFB
SMI_99E47498C1,C[S+](CCC(N)C(=O)[O-])CC1OC(n2cnc3c(N)ncnc32)C(O)C1O,c1ncc2ncn(C3CCCO3)c2n1,SCF_B8DB9A72B3
SMI_DF74D82E96,*.O=C([O-])CC[C@@H](O)C(=O)[O-],,SCF_ACYCLIC
SMI_30655E0198,Cc1ncc(CO)c(C(=O)O)c1O,c1ccncc1,SCF_6E858B26E5
SMI_5693317462,Cc1ncc(C=O)c(C(=O)O)c1[O-],c1ccncc1,SCF_6E858B26E5
SMI_B129B3D118,CCC=O.NC(=O)c1ccc[n+](C2OC(COP(=O)([O-])OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)c1.O,O=[PH](OCC1CCC(n2cnc3cncnc32)O1)O[PH](=O)OCC1CCC([n+]2ccccc2)O1,SCF_A902F53261
SMI_29CDBE2011,CC(C)=CCCC(C)=CC=O.NC(=O)c1ccc[n+](C2OC(COP(=O)([O-])OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)c1.O,O=[PH](OCC1CCC(n2cnc3cncnc32)O1)O[PH](=O)OCC1CCC([n+]2ccccc2)O1,SCF_A902F53261
SMI_F5CAF0CE4D,CC=O.NC(=O)c1ccc[n+](C2OC(COP(=O)([O-])OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)c1.O,O=[PH](OCC1CCC(n2cnc3cncnc32)O1)O[PH](=O)OCC1CCC([n+]2ccccc2)O1,SCF_A902F53261
SMI_3CA4D5E2A7,NC(=O)c1ccc[n+](C2OC(COP(=O)([O-])OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)c1.O.O=CCCC(=O)C(=O)[O-],O=[PH](OCC1CCC(n2cnc3cncnc32)O1)O[PH](=O)OCC1CCC([n+]2ccccc2)O1,SCF_A902F53261
SMI_87E33FCCAD,NC(=O)c1ccc[n+](C2OC(COP(=O)([O-])OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)(O)O)C3O)C(O)C2O)c1.O.O=CCCC(=O)C(=O)[O-],O=[PH](OCC1CCC(n2cnc3cncnc32)O1)O[PH](=O)OCC1CCC([n+]2ccccc2)O1,SCF_A902F53261
SMI_690A1097B0,CCC=O.NC(=O)c1ccc[n+](C2OC(COP(=O)([O-])OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)(O)O)C3O)C(O)C2O)c1.O,O=[PH](OCC1CCC(n2cnc3cncnc32)O1)O[PH](=O)OCC1CCC([n+]2ccccc2)O1,SCF_A902F53261
SMI_AE09770429,CCCC=O.NC(=O)c1ccc[n+](C2OC(COP(=O)([O-])OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)(O)O)C3O)C(O)C2O)c1.O,O=[PH](OCC1CCC(n2cnc3cncnc32)O1)O[PH](=O)OCC1CCC([n+]2ccccc2)O1,SCF_A902F53261
SMI_A2E9A68BE7,CCCCC=O.NC(=O)c1ccc[n+](C2OC(COP(=O)([O-])OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)(O)O)C3O)C(O)C2O)c1.O,O=[PH](OCC1CCC(n2cnc3cncnc32)O1)O[PH](=O)OCC1CCC([n+]2ccccc2)O1,SCF_A902F53261
SMI_AB8275E2C6,CCCCCC=O.NC(=O)c1ccc[n+](C2OC(COP(=O)([O-])OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)(O)O)C3O)C(O)C2O)c1.O,O=[PH](OCC1CCC(n2cnc3cncnc32)O1)O[PH](=O)OCC1CCC([n+]2ccccc2)O1,SCF_A902F53261
SMI_FE543D47A7,CCCCCCC=O.NC(=O)c1ccc[n+](C2OC(COP(=O)([O-])OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)(O)O)C3O)C(O)C2O)c1.O,O=[PH](OCC1CCC(n2cnc3cncnc32)O1)O[PH](=O)OCC1CCC([n+]2ccccc2)O1,SCF_A902F53261
SMI_34609EFC4D,CCCCCCCC=O.NC(=O)c1ccc[n+](C2OC(COP(=O)([O-])OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)(O)O)C3O)C(O)C2O)c1.O,O=[PH](OCC1CCC(n2cnc3cncnc32)O1)O[PH](=O)OCC1CCC([n+]2ccccc2)O1,SCF_A902F53261
SMI_1C0C860972,O=Cc1cccc2c(Br)cccc12,c1ccc2ccccc2c1,SCF_01F3186607
SMI_E2A6032B57,O=Cc1cccc2c([N+](=O)[O-])cccc12,c1ccc2ccccc2c1,SCF_01F3186607
SMI_566660D66D,O=CC=Cc1ccc([N+](=O)[O-])cc1,c1ccccc1,SCF_8448043181
SMI_DA0ADEBC47,CN(C)c1ccc2cc(C=O)ccc2c1,c1ccc2ccccc2c1,SCF_01F3186607
SMI_46E82F6A51,O=Cc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],c1ccccc1,SCF_8448043181
SMI_16EC607C96,O=Cc1cc2ccccc2c2ccccc12,c1ccc2c(c1)ccc1ccccc12,SCF_541C53D1A5
SMI_63FBBD9C0E,CN(C)c1ccc(C=CC=O)cc1,c1ccccc1,SCF_8448043181
SMI_D644031F85,O=Cc1ccccc1[N+](=O)[O-],c1ccccc1,SCF_8448043181
SMI_365A7C8D80,CC=O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,O=[PH](OC[C@@H]1CC[C@H](n2cnc3cncnc32)O1)O[PH](=O)OC[C@@H]1CC[C@H]([n+]2ccccc2)O1,SCF_B6671A9DFE
SMI_5B0FBD5762,O=Cc1ccc2ccccc2c1,c1ccc2ccccc2c1,SCF_01F3186607
SMI_37354E4AE0,Cc1ccc(C=O)cc1,c1ccccc1,SCF_8448043181
SMI_A203A966DF,Cc1cccc(C=O)c1,c1ccccc1,SCF_8448043181
SMI_F339C62B25,O=Cc1ccc2c(c1)Cc1ccccc1-2,c1ccc2c(c1)Cc1ccccc1-2,SCF_E72997E726
SMI_02C94D8322,CN(C)c1ccc(C=O)cc1,c1ccccc1,SCF_8448043181
SMI_0C6F066E15,COc1ccc(C=O)c2ccccc12,c1ccc2ccccc2c1,SCF_01F3186607
SMI_8F5BB0AC29,COc1cccc(C=O)c1,c1ccccc1,SCF_8448043181
SMI_96AF71C2EC,O=CCc1c[nH]c2ccccc12,c1ccc2[nH]ccc2c1,SCF_76E053CE6A
SMI_3FE5A2C610,O=Cc1cnc2ccccc2c1,c1ccc2ncccc2c1,SCF_FF98E1160D
SMI_B3500DC985,O=CCCc1ccccc1,c1ccccc1,SCF_8448043181
SMI_A1A24D2E5B,*C=O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,O=[PH](OC[C@@H]1CC[C@H](n2cnc3cncnc32)O1)O[PH](=O)OC[C@@H]1CC[C@H]([n+]2ccccc2)O1,SCF_B6671A9DFE
SMI_B00A143A55,COc1ccccc1C=O,c1ccccc1,SCF_8448043181
SMI_632A16487C,CC(C=O)c1ccccc1,c1ccccc1,SCF_8448043181
SMI_E896836A14,O=Cc1ccnc2ccccc12,c1ccc2ncccc2c1,SCF_FF98E1160D
SMI_745B185AB3,CC(=O)Oc1ccc([N+](=O)[O-])cc1,c1ccccc1,SCF_8448043181
SMI_AB28700BCE,NC(CCCC=O)C(=O)O,,SCF_ACYCLIC
SMI_0E726E7F35,O=CC(O)COP(=O)(O)O,,SCF_ACYCLIC
SMI_D1FB57C43C,Cc1ccccc1C=O,c1ccccc1,SCF_8448043181
SMI_7D97B9103C,CC=O.NC(=O)c1ccc[n+](C2OC(COP(=O)([O-])OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)(O)O)C3O)C(O)C2O)c1.O,O=[PH](OCC1CCC(n2cnc3cncnc32)O1)O[PH](=O)OCC1CCC([n+]2ccccc2)O1,SCF_A902F53261
SMI_9B83A8B656,O=CCCCC=O,,SCF_ACYCLIC
SMI_84AC4759FE,CC(C=CC=C(C)C=CC1=C(C)CCCC1(C)C)=CC=O.NC(=O)c1ccc[n+](C2OC(COP(=O)([O-])OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)c1.O,C1=CCCCC1.O=[PH](OCC1CCC(n2cnc3cncnc32)O1)O[PH](=O)OCC1CCC([n+]2ccccc2)O1,SCF_12ABD1A187
SMI_032654573C,CCCCCCCC=O.NC(=O)c1ccc[n+](C2OC(COP(=O)([O-])OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)c1.O,O=[PH](OCC1CCC(n2cnc3cncnc32)O1)O[PH](=O)OCC1CCC([n+]2ccccc2)O1,SCF_A902F53261
SMI_1BF367E7AF,CCCCCC=O.NC(=O)c1ccc[n+](C2OC(COP(=O)([O-])OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)c1.O,O=[PH](OCC1CCC(n2cnc3cncnc32)O1)O[PH](=O)OCC1CCC([n+]2ccccc2)O1,SCF_A902F53261
SMI_93529B0F82,CCCCCCCCCC=O.NC(=O)c1ccc[n+](C2OC(COP(=O)([O-])OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)c1.O,O=[PH](OCC1CCC(n2cnc3cncnc32)O1)O[PH](=O)OCC1CCC([n+]2ccccc2)O1,SCF_A902F53261
SMI_2EE9DF4126,O=CCCl,,SCF_ACYCLIC
SMI_2610766F1D,NC(=O)c1ccc[n+](C2OC(COP(=O)([O-])OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)(O)O)C3O)C(O)C2O)c1.O.O=CC(O)COP(=O)(O)O,O=[PH](OCC1CCC(n2cnc3cncnc32)O1)O[PH](=O)OCC1CCC([n+]2ccccc2)O1,SCF_A902F53261
SMI_DFAE48654E,CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCS.CC=O.NC(=O)c1ccc[n+](C2OC(COP(=O)([O-])OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)c1,O=[PH](OCC1CCC(n2cnc3cncnc32)O1)O[PH](=O)OCC1CCC([n+]2ccccc2)O1.c1ncc2ncn(C3CCCO3)c2n1,SCF_48EC0436E6
SMI_CE54EC714F,O=Cc1ccccn1,c1ccncc1,SCF_6E858B26E5
SMI_3C5C42A9C3,CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS.CC=O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1,O=[PH](OC[C@@H]1CC[C@H](n2cnc3cncnc32)O1)O[PH](=O)OC[C@@H]1CC[C@H]([n+]2ccccc2)O1.c1ncc2ncn([C@H]3CCCO3)c2n1,SCF_FED1247000
SMI_EADC5B1BAF,NC(=O)C1=CN(C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)(O)O)C3O)C(O)C2O)C=CC1.NC(CC(=O)OP(=O)(O)O)C(=O)O.[H+],O=[PH](OCC1CCC(N2C=CCC=C2)O1)O[PH](=O)OCC1CCC(n2cnc3cncnc32)O1,SCF_6339FA15D4
SMI_9BF27017EF,NC(=O)c1ccc[n+](C2OC(COP(=O)([O-])OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)(O)O)C3O)C(O)C2O)c1.NC(CC=O)C(=O)[O-].O=P([O-])([O-])[O-],O=[PH](OCC1CCC(n2cnc3cncnc32)O1)O[PH](=O)OCC1CCC([n+]2ccccc2)O1,SCF_A902F53261
SMI_CC0A8F0B7C,NC(CC=O)C(=O)O,,SCF_ACYCLIC
SMI_3AD3BD2E6A,NC(CC=O)C(=O)[O-],,SCF_ACYCLIC
SMI_3000C1E472,O=P([O-])([O-])[O-],,SCF_ACYCLIC
SMI_B8C72492DF,NC(=O)C1=CN(C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)C=CC1.O=C(OP(=O)(O)O)C(O)COP(=O)(O)O.[H+],O=[PH](OCC1CCC(N2C=CCC=C2)O1)O[PH](=O)OCC1CCC(n2cnc3cncnc32)O1,SCF_6339FA15D4
SMI_C9410A02BD,NC(=O)c1ccc[n+](C2OC(COP(=O)([O-])OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)c1.O=CC(O)COP(=O)(O)O.O=P([O-])([O-])[O-],O=[PH](OCC1CCC(n2cnc3cncnc32)O1)O[PH](=O)OCC1CCC([n+]2ccccc2)O1,SCF_A902F53261
SMI_FFEA73E19D,NC(=O)c1ccc[n+](C2OC(COP(=O)([O-])OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)(O)O)C3O)C(O)C2O)c1.O=CC(O)COP(=O)(O)O.O=P([O-])([O-])[O-],O=[PH](OCC1CCC(n2cnc3cncnc32)O1)O[PH](=O)OCC1CCC([n+]2ccccc2)O1,SCF_A902F53261
SMI_A55427211A,O=C(OP(=O)(O)O)C(O)COP(=O)(O)O,,SCF_ACYCLIC
SMI_FFEE6DFFF1,NC(=O)C1=CN(C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)(O)O)C3O)C(O)C2O)C=CC1.O=C(OP(=O)(O)O)C(O)COP(=O)(O)O.[H+],O=[PH](OCC1CCC(N2C=CCC=C2)O1)O[PH](=O)OCC1CCC(n2cnc3cncnc32)O1,SCF_6339FA15D4
SMI_F099B9C21B,O=CCCC(=O)C(=O)[O-],,SCF_ACYCLIC
SMI_AAEC12F61C,NC(=O)c1ccc[n+](C2OC(COP(=O)([O-])OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)c1.NCCCC=O.O,O=[PH](OCC1CCC(n2cnc3cncnc32)O1)O[PH](=O)OCC1CCC([n+]2ccccc2)O1,SCF_A902F53261
SMI_4223B3AA2E,CCCC=O.NC(=O)c1ccc[n+](C2OC(COP(=O)([O-])OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)c1.O,O=[PH](OCC1CCC(n2cnc3cncnc32)O1)O[PH](=O)OCC1CCC([n+]2ccccc2)O1,SCF_A902F53261
SMI_23DC1F7DF7,NC(=O)c1ccc[n+](C2OC(COP(=O)([O-])OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)(O)O)C3O)C(O)C2O)c1.NCCCC=O.O,O=[PH](OCC1CCC(n2cnc3cncnc32)O1)O[PH](=O)OCC1CCC([n+]2ccccc2)O1,SCF_A902F53261
SMI_DAA1029144,NC(N)=NCCCC=O,,SCF_ACYCLIC
SMI_32389AFD94,NCCCC=O,,SCF_ACYCLIC
SMI_EAEBA3451D,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O.[NH3+]CCCC=O,O=[PH](OC[C@@H]1CC[C@H](n2cnc3cncnc32)O1)O[PH](=O)OC[C@@H]1CC[C@H]([n+]2ccccc2)O1,SCF_B6671A9DFE
SMI_EEE97BD031,NCCC=O,,SCF_ACYCLIC
SMI_20C579D594,CC(O)C=O.NC(=O)c1ccc[n+](C2OC(COP(=O)([O-])OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)c1.O,O=[PH](OCC1CCC(n2cnc3cncnc32)O1)O[PH](=O)OCC1CCC([n+]2ccccc2)O1,SCF_A902F53261
SMI_3A272BBB38,CC(O)C=O,,SCF_ACYCLIC
SMI_77A8040CBF,NC(=O)c1ccc[n+](C2OC(COP(=O)([O-])OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)c1.O.O=CCCC(=O)O,O=[PH](OCC1CCC(n2cnc3cncnc32)O1)O[PH](=O)OCC1CCC([n+]2ccccc2)O1,SCF_A902F53261
SMI_7459D853F8,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O.O=CCCC(=O)[O-],O=[PH](OC[C@@H]1CC[C@H](n2cnc3cncnc32)O1)O[PH](=O)OC[C@@H]1CC[C@H]([n+]2ccccc2)O1,SCF_B6671A9DFE
SMI_AD153D2C54,NC(=O)c1ccc[n+](C2OC(COP(=O)([O-])OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)(O)O)C3O)C(O)C2O)c1.O.O=CCCC(=O)O,O=[PH](OCC1CCC(n2cnc3cncnc32)O1)O[PH](=O)OCC1CCC([n+]2ccccc2)O1,SCF_A902F53261
SMI_E022CD8298,NC(=O)c1ccc[n+](C2OC(COP(=O)([O-])OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)(O)O)C3O)C(O)C2O)c1.O.O=CCCCC=O,O=[PH](OCC1CCC(n2cnc3cncnc32)O1)O[PH](=O)OCC1CCC([n+]2ccccc2)O1,SCF_A902F53261
SMI_673E5E168E,NC(=O)c1ccc[n+](C2OC(COP(=O)([O-])OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)c1.O.O=CCCCC=O,O=[PH](OCC1CCC(n2cnc3cncnc32)O1)O[PH](=O)OCC1CCC([n+]2ccccc2)O1,SCF_A902F53261
